rep,id,logka,logV,logCl,eta_logka,eta_logV,eta_logCl
1,1,-0.197406856855362,4.70968025654829,1.65735783116088,-0.195239696313536,0.525039126059053,0.281119769348323
1,2,0.302497985076896,4.15690731822551,1.65451319221021,0.304665145618722,-0.0277338122637261,0.278275130397651
1,3,0.0174316558339502,4.35634671178768,1.30343885065065,0.019598816375776,0.171705581298445,-0.072799211161914
1,4,-0.0298824784971413,4.43615988946144,0.789667068754889,-0.0277153179553154,0.2515187589722,-0.58657099305767
1,5,-0.406847470494335,3.80530282853117,1.16461973255766,-0.404680309952509,-0.37933830195807,-0.211618329254895
1,6,0.086200070889394,4.41379365249368,1.40134942829788,0.0883672314312198,0.229152522004439,0.0251113664853246
1,7,0.14629560477851,3.95269647199476,1.27314429524248,0.148462765320336,-0.231944658494477,-0.103093766570076
1,8,0.312247017559185,4.53944498575733,0.968127006682346,0.314414178101011,0.354803855268091,-0.408111055130214
1,9,-0.161878069548641,3.81726038764294,1.18907571667931,-0.159710909006815,-0.367380742846295,-0.187162345133254
1,10,0.63163328019295,4.54942405112703,1.36848181820244,0.633800440734776,0.364782920637787,-0.00775624361011529
1,11,-0.181377816849169,3.64961628355663,1.37763411831085,-0.179210656307343,-0.535024846932605,0.00139605649828556
1,12,-0.400266529844483,4.38717279512005,1.40997098323925,-0.398099369302658,0.202531664630816,0.0337329214266882
1,13,-0.0320905063372369,3.83481075895286,1.38757082930226,-0.0299233457954111,-0.349830371536379,0.0113327674897039
1,14,0.35152251059233,3.85308656320226,1.42318130115884,0.353689671134156,-0.33155456728698,0.0469432393462836
1,15,-0.0864672160733271,3.7254893655698,1.27840284905942,-0.0843000555315012,-0.459151764919435,-0.0978352127531434
1,16,-0.331402826673016,4.24134657885349,1.80540626683789,-0.32923566613119,0.0567054483642471,0.42916820502533
1,17,0.322443299306098,4.41130039854522,1.4395359005451,0.324610459847924,0.226659268055979,0.0632978387325362
1,18,-0.186029971189836,3.89166452666484,1.09219607611354,-0.18386281064801,-0.292976603824395,-0.284041985699016
1,19,0.242843674924416,3.75895376093129,1.85706420459842,0.245010835466242,-0.42568736955795,0.480826142785861
1,20,0.117135616600731,3.98566653534344,1.28449043392346,0.119302777142557,-0.1989745951458,-0.091747627889101
1,21,-0.0429196946282712,4.23729292700135,1.29181539084636,-0.0407525340864453,0.0526517965121149,-0.0844226709661982
1,22,-0.619133513752433,3.9169184651626,1.84322557907756,-0.616966353210608,-0.267722665326639,0.466987517264998
1,23,0.262626851075006,4.52261446857401,1.04338203513656,0.264794011616832,0.337973338084772,-0.332856026675999
1,24,0.101519404048269,3.87832452834962,1.84791385007761,0.103686564590095,-0.30631660213962,0.471675788265054
1,25,0.31562456538466,4.56783039296711,1.31179767911243,0.317791725926486,0.383189262477875,-0.0644403827001343
1,26,0.134845352351799,4.46350882783886,0.920978402757143,0.137012512893625,0.278867697349618,-0.455259659055417
1,27,-0.0629025397466837,4.47152985133645,1.25588744713397,-0.0607353792048579,0.286888720847212,-0.120350614678589
1,28,0.254601841940017,3.96000455896157,1.13700727684902,0.256769002481843,-0.224636571527663,-0.23923078496354
1,29,0.165714046728915,4.07402927232766,1.40755728948253,0.167881207270741,-0.110611858161577,0.0313192276699747
1,30,0.116033362221412,4.01040570520267,1.42863936759131,0.118200522763237,-0.17423542528657,0.0524013057787509
1,31,-0.320568273763639,3.80295982572211,1.38168476848756,-0.318401113221813,-0.381681304767126,0.00544670667499858
1,32,-0.431969933415866,4.9528181510481,1.69711329457479,-0.42980277287404,0.768177020558866,0.320875232762232
1,33,-0.249300920141926,4.54052857316542,1.42126646834398,-0.2471337596001,0.355887442676178,0.0450284065314168
1,34,0.421633963820576,4.6741070411092,1.32841637187528,0.423801124362402,0.489465910619966,-0.0478216899372799
1,35,0.239627780350118,3.6996646467237,1.29406940220454,0.241794940891944,-0.484976483765535,-0.0821686596080227
1,36,0.315104716131206,4.4408096781433,1.27092826366616,0.317271876673032,0.256168547654062,-0.105309798146403
1,37,0.351073071723595,3.96010817927511,1.93182823375055,0.353240232265421,-0.224532951214127,0.555590171937988
1,38,-0.259324138539428,3.94677396882227,1.28431983842799,-0.257156977997602,-0.237867161666968,-0.0919182233845721
1,39,-0.223084345649783,4.27853689650934,1.19060840129662,-0.220917185107957,0.0938957660201067,-0.185629660515935
1,40,0.032860971153034,4.26658595749895,1.51195456463217,0.0350281316948598,0.081944827009707,0.135716502819611
1,41,-0.351365280074267,4.5474456712346,0.912340005664842,-0.349198119532441,0.362804540745365,-0.463898056147718
1,42,-0.159921608693585,4.42608237419083,1.61041146566775,-0.157754448151759,0.24144124370159,0.234173403855191
1,43,-0.132289044532751,3.80451227585195,1.1915308977622,-0.130121883990925,-0.380128854637284,-0.184707164050358
1,44,-0.103890887891444,4.40935733192944,1.46614375541813,-0.101723727349618,0.2247162014402,0.0899056936055722
1,45,-0.104063556165412,3.88309106911908,0.884204589527483,-0.101896395623587,-0.30155006137016,-0.492033472285077
1,46,-0.0440854588515221,4.0811732456146,1.43631170986166,-0.0419182983096963,-0.103467884874641,0.0600736480490967
1,47,-0.141807559018792,3.85431443073986,1.2463287622547,-0.139640398476966,-0.330326699749381,-0.129909299557856
1,48,0.0131652958205788,4.68295455920923,1.322990260871,0.0153324563624046,0.498313428719992,-0.0532478009415609
1,49,0.112195573820702,4.53139874463965,1.24050620760294,0.114362734362528,0.34675761415041,-0.135731854209616
1,50,-0.67923380952761,3.87839236521033,1.36803215356023,-0.677066648985785,-0.306248765278909,-0.00820590825232959
1,51,-0.210253557398577,4.28580330245068,1.48677083683131,-0.208086396856751,0.101162171961445,0.110532775018754
1,52,-0.338918742087945,4.30533058041854,1.89522292145229,-0.336751581546119,0.120689449929298,0.518984859639735
1,53,0.1529228528583,4.06102169420694,1.36005444517206,0.155090013400126,-0.123619436282294,-0.0161836166404998
1,54,-0.0375814521595106,4.0096341489876,1.29423237513705,-0.0354142916176847,-0.17500698150164,-0.0820056866755061
1,55,-0.111542926004231,4.86588519103418,1.73970851926145,-0.109375765462405,0.681244060544938,0.363470457448886
1,56,-0.347800913316504,3.55246112378635,0.941486153058968,-0.345633752774678,-0.632180006702892,-0.434751908753592
1,57,-0.199135350988351,3.86172674402771,1.18971018153977,-0.196968190446525,-0.322914386461528,-0.186527880272791
1,58,0.217057082745557,4.56771214525438,0.832653746192193,0.219224243287383,0.38307101476514,-0.543584315620367
1,59,-0.10178295422496,3.9538527299481,1.6886705336892,-0.0996157936831346,-0.230788400541142,0.312432471876637
1,60,-0.120090670338187,3.46584304004091,0.98229238575467,-0.117923509796361,-0.718798090448331,-0.39394567605789
1,61,-0.343466677199753,4.69626948875122,1.4013371319948,-0.341299516657927,0.511628358261985,0.0250990701822382
1,62,-0.439985136063454,3.90852291409492,0.944352945324245,-0.437817975521628,-0.276118216394322,-0.431885116488315
1,63,0.153279181731385,4.90419863266156,1.03983816828931,0.155446342273211,0.719557502172323,-0.336399893523252
1,64,0.816262329892639,4.25492741206279,1.56061954577652,0.818429490434465,0.070286281573555,0.184381483963964
1,65,-0.402197981643676,4.24442606946618,1.65421216549139,-0.40003082110185,0.059784938976942,0.277974103678832
1,66,-0.171391262340493,4.13976948498175,1.26559652781006,-0.169224101798668,-0.0448716455074889,-0.110641534002496
1,67,-0.387456669975103,4.02242092966631,1.7299251341458,-0.385289509433277,-0.16222020082293,0.353687072333235
1,68,-0.591554259248352,3.95989691576201,1.76725100803594,-0.589387098706527,-0.224744214727231,0.391012946223382
1,69,0.00250422914010931,4.34506129145776,1.5251406127178,0.00467138968193516,0.160420160968524,0.14890255090524
1,70,-0.494529381849626,4.09787560500576,1.69653534262436,-0.4923622213078,-0.0867655254834814,0.320297280811798
1,71,0.337449533673796,4.24625750744063,1.72084514205016,0.339616694215622,0.0616163769513944,0.344607080237598
1,72,0.103764458970459,4.64084187337425,1.36952557297973,0.105931619512285,0.456200742885013,-0.0067124888328336
1,73,-0.279638162818808,4.04883025867968,2.43093671048567,-0.277471002276983,-0.135810871809563,1.05469864867311
1,74,-0.234828459507092,4.40775553221344,1.12488730547172,-0.232661298965266,0.223114401724206,-0.251350756340835
1,75,-0.0686307527704803,3.96064817791424,1.21668299066397,-0.0664635922286544,-0.223992952575001,-0.15955507114859
1,76,0.249706812571784,4.00264388702091,1.2872220637968,0.25187397311361,-0.181997243468328,-0.0890159980157594
1,77,0.205757647249255,4.17424126086365,1.34166908207388,0.207924807791081,-0.0103998696255836,-0.034568979738677
1,78,-0.495311324352402,4.17053473299899,1.47397249101261,-0.493144163810576,-0.0141063974902531,0.0977344292000506
1,79,0.262255299703532,3.55583707066524,1.30372095239597,0.264422460245357,-0.628804059824001,-0.0725171094165944
1,80,0.0226618389856764,4.37748658957164,1.34404065720554,0.0248289995275023,0.192845459082403,-0.0321974046070161
1,81,-0.384599742747677,4.30108250521403,1.39339927380856,-0.382432582205851,0.116441374724796,0.0171612119959981
1,82,-0.194099734982259,4.87378847868239,1.69079864594683,-0.191932574440433,0.689147348193152,0.314560584134267
1,83,0.381284307399994,4.42883502277385,1.40472849219532,0.38345146794182,0.244193892284609,0.0284904303827587
1,84,-0.260277280602061,4.08974578579077,1.08110764212756,-0.258110120060235,-0.0948953446984655,-0.295130419685004
1,85,0.373287349334565,4.01754311232406,1.63084635994302,0.375454509876391,-0.167098018165174,0.254608298130456
1,86,0.071572956355493,3.90921820729824,2.22486295933134,0.0737401168973189,-0.275422923190994,0.848624897518784
1,87,0.290773215059923,4.17014802365402,1.70515502987032,0.292940375601749,-0.0144931068352179,0.328916968057762
1,88,0.20375275398648,3.89650429306642,1.53919243990508,0.205919914528306,-0.288136837422815,0.162954378092517
1,89,0.204411854407312,4.51247085680426,1.55151331122287,0.206579014949138,0.327829726315024,0.175275249410314
1,90,0.510126133006546,4.84660254896201,1.02894875804586,0.512293293548372,0.661961418472769,-0.347289303766703
1,91,-0.266071143125147,4.65495396421684,1.34245889591675,-0.263903982583321,0.470312833727602,-0.033779165895808
1,92,-0.652723380945067,3.61256189214281,1.62700857874126,-0.650556220403241,-0.572079238346431,0.250770516928704
1,93,-0.246463435975699,4.11684642022414,0.547835379851138,-0.244296275433874,-0.067794710265102,-0.828402681961422
1,94,0.268069240285658,3.52287049381612,1.33410444369545,0.270236400827484,-0.66177063667312,-0.0421336181171128
1,95,-0.163529188422768,3.88175083519944,1.82234314377,-0.161362027880942,-0.302890295289793,0.446105081957444
1,96,-0.213052499409558,4.34364123836617,1.42361336681247,-0.210885338867732,0.15900010787693,0.0473753049999091
1,97,-0.114321479560618,4.13338698009128,1.11248083029082,-0.112154319018792,-0.0512541503979538,-0.263757231521736
1,98,-0.0770591977970125,4.09141333163386,1.48165240978663,-0.0748920372551867,-0.0932277988553825,0.10541434797407
1,99,-0.0634990502112304,4.44509426581806,1.38321281639506,-0.0613318896694045,0.260453135328819,0.00697475458250274
1,100,-0.0820182709875855,4.18821036373468,1.17104617043225,-0.0798511104457597,0.00356923324544489,-0.205191891380315
1,101,-0.294808853254068,5.08321703245534,1.40477888169669,-0.292641692712242,0.898575901966103,0.0285408198841319
1,102,0.180353481908889,3.95683511393304,1.44437196045872,0.182520642450715,-0.227806016556199,0.0681338986461553
1,103,-0.272536884498264,4.27557915219531,1.34929492745223,-0.270369723956438,0.0909380217060711,-0.0269431343603275
1,104,-0.49699775716289,4.46870649326147,0.66570942882359,-0.494830596621064,0.284065362772228,-0.710528632988969
1,105,-0.0276021737020014,4.46108322286652,1.66025055427245,-0.0254350131601756,0.276442092377278,0.284012492459889
1,106,-0.578028822162405,3.4641873953471,0.840172276219768,-0.57586166162058,-0.720453735142133,-0.536065785592791
1,107,0.185723452078748,3.94897537650343,1.61976020824008,0.187890612620574,-0.235665753985804,0.243522146427518
1,108,0.0292621647658976,4.24832157341647,1.01542634294529,0.0314293253077234,0.0636804429272306,-0.360811718867272
1,109,0.254373251672175,4.22284194508335,1.58025694199583,0.256540412214001,0.0382008145941128,0.204018880183268
1,110,0.149753627486939,3.40077292160979,0.983175274779024,0.151920788028765,-0.783868208879446,-0.393062787033536
1,111,0.187640706945603,4.48535719924636,1.39812806905128,0.189807867487429,0.30071606875712,0.0218900072387183
1,112,-0.0183601874752105,4.30946271783341,1.69456163738502,-0.0161930269333846,0.124821587344169,0.318323575572458
1,113,0.125038172976696,4.47061953747839,1.01240056213821,0.127205333518522,0.285978406989153,-0.363837499674352
1,114,0.0449909698783253,4.24086023384038,1.47944722521089,0.0471581304201511,0.0562191033511468,0.10320916339833
1,115,-0.138628798729211,4.67553137154792,1.21954011067168,-0.136461638187385,0.490890241058684,-0.156697951140876
1,116,0.0887481692389911,3.84683500919148,1.55184601569525,0.0909153297808169,-0.337806121297761,0.175607953882689
1,117,-0.21193211104695,3.8790287543784,0.893402377619041,-0.209764950505124,-0.305612376110837,-0.482835684193519
1,118,0.176183731494309,3.84045346953069,1.41236805408098,0.178350892036135,-0.34418766095855,0.036129992268422
1,119,0.028920911628319,4.43316865744103,1.18580985018251,0.0310880721701449,0.248527526951796,-0.190428211630049
1,120,0.0195267640352898,4.27309454120338,1.72568757619038,0.0216939245771156,0.0884534107141395,0.349449514377816
