id,eta_logka_SAEM,eta_logV_SAEM,eta_logCl_SAEM
1,-0.0357361,0.149942,-0.433197
2,0.0050369,0.24491,0.0215944
3,-0.127517,0.0899223,-0.0898934
4,0.0496337,0.0978839,-0.115312
5,0.0284575,0.287869,-0.0911678
6,0.00426657,-0.0489697,-0.347074
7,0.0172382,-0.0142458,0.00195028
8,-0.040301,0.0756494,-0.156614
9,-0.0144581,-0.323771,0.76986
10,-0.179183,0.310549,0.15188
11,0.100728,-0.081533,-0.0113134
12,0.002597,0.157629,-0.0867202
13,0.0823273,-0.054005,0.185554
14,0.0906833,-0.340186,0.111647
15,-0.0271919,0.348067,-0.212932
16,0.0211014,-0.261856,0.159187
17,-0.0293505,-0.0567665,-0.149214
18,-0.0989299,0.192731,0.128011
19,-0.0391912,0.349265,-0.054309
20,-0.0301186,-0.230564,0.140187
21,-0.0552764,-0.0987414,-0.193202
22,-0.0455247,-0.31862,0.211
23,0.0169006,0.0788387,-0.139616
24,0.0637459,0.177746,0.0557167
25,0.0665227,-0.161942,0.160185
26,0.0323915,0.24182,0.41256
27,0.231688,0.00495583,-0.0357395
28,-0.155682,-0.147722,-0.666192
29,0.0354942,-0.338044,0.240956
30,-0.168711,-0.0191066,-0.224181
31,-0.129608,0.478071,-0.0679321
32,0.114879,-0.317049,-0.0765927
33,0.0191484,-0.0427849,0.400226
34,-0.0511428,0.271007,0.246071
35,-0.265427,0.0232416,-0.132233
36,-0.0713728,0.155696,-0.0675019
37,-0.033282,0.0937316,-0.00670748
38,0.0101109,0.162517,-0.301961
39,-0.0540123,0.0915898,-0.0748647
40,0.106058,-0.163538,0.0923379
41,0.0653274,-0.156302,0.182999
42,-0.0184824,-0.154668,-0.239153
43,0.0123718,0.0991146,0.432629
44,-0.00893259,0.333673,0.130117
45,0.244113,-0.326654,-0.052008
46,0.0118371,0.232681,-0.0838038
47,-0.0559556,-0.273135,-0.220948
48,0.120844,-0.112218,0.0264301
49,-0.0464509,0.0572718,-0.113128
50,0.0307429,-0.111785,0.00549382
51,0.0206514,0.254307,0.0795183
52,-0.169938,0.333696,0.310451
53,-0.149428,-0.131459,-0.279348
54,0.0908184,-0.340597,-0.163616
55,0.0329045,-0.263693,0.366418
56,-0.00748949,0.109403,0.111916
57,0.155165,-0.4971,-0.112691
58,-0.119543,0.173148,-0.437693
59,0.0377365,0.120592,0.0206735
60,0.0494796,-0.167339,0.454312
61,0.0658229,0.0598687,-0.0378322
62,0.0371134,-0.15718,0.494597
63,-0.0606368,-0.0503592,-0.237274
64,0.0713619,0.00447252,0.27785
65,-0.105173,-0.229499,-0.480297
66,-0.0848514,-0.192616,-0.391345
67,0.0171088,-0.11849,-0.257405
68,0.0954386,-0.116663,0.196043
69,-0.0554659,0.131583,-0.327099
70,-0.0376876,-0.233208,0.0736731
71,0.0320336,0.306225,0.0607287
72,-0.0561718,0.168948,-0.113986
73,0.00474603,0.218588,0.109359
74,0.0174681,0.14199,0.0244454
75,0.0480677,-0.269436,0.323444
76,0.123293,-0.0394448,0.0807455
77,-0.0135945,-0.300748,-0.312272
78,0.18555,0.00494706,-0.0651912
79,-0.106485,0.493907,-0.180199
80,-0.034567,-0.0395157,0.0967777
81,-0.00299659,-0.0301186,-0.195526
82,-0.0161771,0.165003,0.0518099
83,0.0341142,-0.193535,0.0703686
84,-0.00891548,0.311419,0.248393
85,0.0658629,0.0052413,-0.0316187
86,-0.0816656,0.292928,-0.066776
87,0.0762777,-0.101717,-0.0297552
88,0.035898,-0.394714,-0.185149
89,-0.0382622,0.255485,0.0850327
90,-0.0821992,-0.0392117,-0.579682
91,0.0757458,0.199418,0.313293
92,0.00687161,0.290135,-0.0326431
93,-0.0982642,-0.077996,-0.0668711
94,0.0131864,-0.298065,-0.349761
95,-0.243058,0.395763,0.149491
96,-0.138023,0.529473,-0.00251596
97,0.0406972,-0.110556,-0.145325
98,-0.0318337,-0.336455,-0.578293
99,0.0212348,-0.268028,0.245143
100,0.0419915,-0.105804,-0.341669
101,0.177513,-0.247208,0.296947
102,0.0404927,-0.135645,0.124557
103,0.0240781,0.14429,-0.00411114
104,-0.0780275,-0.115185,0.179574
105,0.104493,0.0596356,0.241853
106,0.00929424,0.10088,0.467276
107,-0.0016905,-0.325443,0.0346983
108,-0.0346335,-0.164207,0.120264
109,0.00527812,0.159836,0.389342
110,-0.0223602,-0.0681461,0.309916
111,-0.0177892,-0.115314,-0.0788387
112,-0.0382852,-0.0912723,-0.451468
113,-0.0596543,-0.196812,-0.197208
114,0.0519617,-0.0239903,0.11801
115,-0.0886447,0.109804,-0.182828
116,0.0146819,0.378381,-0.0877574
117,0.205774,-0.222467,-0.131994
118,0.00110674,0.223219,-0.12028
119,0.0923686,-0.109167,0.394676
120,0.0826456,-0.0422617,0.167166
