id,eta_logV1_SAEM,eta_logQ_SAEM,eta_logV2_SAEM,eta_logVm_SAEM,eta_logKm_SAEM,eta_logV1_mean,eta_logQ_mean,eta_logV2_mean,eta_logVm_mean,eta_logKm_mean,eta_logV1_mode,eta_logQ_mode,eta_logV2_mode,eta_logVm_mode,eta_logKm_mode,eta_logV1_sd,eta_logQ_sd,eta_logV2_sd,eta_logVm_sd,eta_logKm_sd
36,0.0960377,0.175515,-0.231086,0.208173,0.0841858,0.0955063,0.104913,-0.238784,0.192168,0.0468016,0.0960735,0.113588,-0.288492,0.182493,-0.00323539,0.0513582,0.280948,0.217379,0.0978431,0.205221
37,0.297402,-0.0187933,0.0888977,0.625515,-0.0219981,0.289272,0.0410651,0.121904,0.608594,-0.0558495,0.288231,0.0160097,0.125977,0.599776,-0.163603,0.0590902,0.322686,0.185876,0.119314,0.248793
38,-0.368983,-0.0605564,0.0595617,-0.0818163,0.149746,-0.377809,-0.0121172,0.0204921,-0.31857,-0.222142,-0.37525,0.00888283,0.0212697,-0.340596,-0.262343,0.0558487,0.186,0.130182,0.111184,0.186339
39,-0.135473,0.208531,0.0852373,-0.454681,0.532122,-0.128807,0.213879,0.0193997,-0.65871,0.16684,-0.13949,0.213854,0.0803936,-0.57629,0.31946,0.0638211,0.241155,0.192678,0.191397,0.294135
40,0.272155,0.037825,0.423731,0.250032,-0.160131,0.296595,0.0193653,0.354233,0.294751,-0.125061,0.285962,-0.00913545,0.281062,0.381244,-0.137987,0.0562471,0.239102,0.219707,0.17086,0.302859
41,-0.0559155,-0.109594,0.512556,-0.0588365,0.138262,-0.0422987,-0.0578948,0.436513,-0.0897638,0.0648568,-0.0528847,-0.096738,0.451601,-0.0570408,0.119499,0.0496572,0.166692,0.147645,0.197779,0.29414
42,-0.219467,-0.165081,-0.077588,0.266189,-0.00956563,-0.215515,-0.169121,-0.0702117,0.185068,-0.120042,-0.21583,-0.159385,-0.113006,0.254503,-0.0276297,0.0638469,0.218802,0.130833,0.0858098,0.118243
43,0.431421,-0.135158,0.117554,0.140147,0.144345,0.399037,-0.155275,0.101322,0.184646,0.176618,0.418217,-0.160546,0.0947037,0.16415,0.110385,0.0581312,0.322015,0.312834,0.155472,0.264716
44,-0.514471,0.23857,0.171898,-0.404486,-0.450322,-0.53165,0.272271,0.142642,-0.345668,-0.349859,-0.519133,0.236977,0.109391,-0.343027,-0.40177,0.0630352,0.178127,0.121258,0.104524,0.249859
45,0.299858,-0.0781489,-0.276121,-0.46379,0.406878,0.314349,-0.123286,-0.276902,-0.472146,0.42247,0.303742,-0.137559,-0.254308,-0.456567,0.396717,0.0464115,0.272011,0.227114,0.167865,0.216537
46,0.419365,0.0789032,0.170978,0.332738,-0.256117,0.421291,0.014819,0.121256,0.368594,-0.179878,0.425549,0.0344755,0.0571554,0.37159,-0.253544,0.0519598,0.312057,0.227298,0.0913794,0.185263
47,-0.303818,-0.0385023,-0.266079,-0.259965,0.00418505,-0.321758,0.0339187,-0.258456,-0.236406,0.113343,-0.3138,0.0123699,-0.24045,-0.253892,0.0381796,0.0660452,0.2486,0.174951,0.220181,0.363111
48,0.3282,0.0874502,-0.358032,-0.19318,-0.0605021,0.342677,0.0478879,-0.361242,-0.226954,-0.016662,0.33432,0.0446409,-0.389679,-0.124336,-0.0578874,0.0671238,0.283732,0.215353,0.224803,0.327816
49,-0.412882,-0.43823,-0.50676,0.153379,-0.0299155,-0.41202,-0.403879,-0.486687,0.0505348,-0.175062,-0.404597,-0.407708,-0.506698,0.0630633,-0.159746,0.0499967,0.216882,0.10858,0.0889676,0.137277
50,-0.0175125,0.22732,0.015886,0.383278,0.229974,-0.0306737,0.24016,0.169209,0.294004,0.168953,-0.0343687,0.283078,0.205768,0.272312,0.0742358,0.0689281,0.229439,0.240884,0.171752,0.23856
51,0.00596538,0.0812283,-0.325904,0.858392,-0.324891,-0.0153804,0.292413,-0.124696,0.761685,-0.535285,-0.00310471,0.234289,-0.235158,0.851402,-0.348157,0.0504503,0.158275,0.0981976,0.0401829,0.0808323
52,0.233193,0.0959071,0.261632,-0.0158884,-0.0551361,0.215,0.182949,0.244518,0.0450318,-0.0280776,0.220104,0.154578,0.285101,0.0318238,-0.0248034,0.0606623,0.246793,0.17782,0.172215,0.28658
53,0.213334,0.225886,-0.384224,-0.0356608,-0.0897331,0.196046,0.28354,-0.30182,-0.0321072,-0.0779485,0.212439,0.244718,-0.363894,-0.138905,-0.251142,0.049784,0.277392,0.177513,0.109608,0.159556
54,-0.300823,-0.224875,-0.188955,-0.514508,0.0913403,-0.306577,-0.223149,-0.156393,-0.507972,0.157307,-0.299675,-0.189853,-0.285195,-0.441872,0.113642,0.0623917,0.275141,0.221417,0.189321,0.26187
55,0.779169,0.0829989,-0.0176783,-0.130618,0.0374007,0.781743,0.0745901,0.0199788,-0.196485,0.0214601,0.77787,0.0958148,-0.0516188,-0.0895571,-0.0272891,0.0558453,0.244392,0.206415,0.211993,0.290118
56,-0.395891,0.0814825,0.329435,-0.0226239,0.0544177,-0.405411,0.0783594,0.343312,-0.0102676,0.118481,-0.406424,0.0798423,0.336466,0.0081344,0.0949377,0.0688129,0.210305,0.126351,0.125461,0.23447
57,0.214666,-0.0323623,-0.0166238,-0.00712373,0.0534962,0.221073,-0.0305288,-0.0926773,0.041313,0.0404921,0.209701,-0.0332931,-0.080842,0.0833303,0.000741745,0.0608027,0.263801,0.183007,0.174662,0.324439
58,0.0607589,0.0241626,0.0967271,0.181734,-0.068536,0.0730521,-0.0244297,0.0429472,0.229551,-0.0351082,0.0674355,0.00207698,0.0301575,0.271065,-0.0916234,0.0477902,0.250183,0.210589,0.18084,0.281112
59,-0.108776,-0.286904,0.187198,0.206554,-0.16373,-0.121818,-0.2305,0.155935,0.250243,-0.0948819,-0.118067,-0.234048,0.0975879,0.272222,-0.120364,0.0550736,0.188565,0.187383,0.120674,0.199602
60,0.225102,0.131802,0.512415,0.220821,0.290503,0.219731,0.139815,0.541559,0.178623,0.235126,0.21692,0.143516,0.4909,0.154761,0.186694,0.0617675,0.214035,0.197864,0.169268,0.224927
61,0.178419,0.0850754,-0.118481,0.557063,-0.464633,0.183465,0.0581354,-0.137476,0.55725,-0.45694,0.164063,0.151971,-0.152601,0.587972,-0.405257,0.0538367,0.27371,0.176319,0.0683296,0.157285
62,0.142163,-0.0165917,-0.00611116,-0.118667,0.0256059,0.150678,-0.0286758,-0.0208865,-0.0955528,0.0521774,0.135044,-0.0476286,0.0126186,-0.1958,-0.0907794,0.0521267,0.222018,0.205384,0.202783,0.294376
63,-0.163737,-0.0854537,-0.180274,-0.218769,-0.240099,-0.177235,-0.123744,-0.0562655,-0.258005,-0.245375,-0.172932,-0.0875709,-0.18261,-0.22335,-0.284046,0.054423,0.243098,0.158009,0.095491,0.183288
64,-0.363091,-0.00442159,-0.0142847,0.275837,0.0598183,-0.384945,0.0279323,0.0674382,0.248354,0.0207861,-0.390122,0.050122,0.00747533,0.277119,0.0443908,0.0642734,0.205638,0.122136,0.0550733,0.121186
65,-0.333242,0.183114,0.270848,-0.112735,-0.0732714,-0.337795,0.225702,0.187557,0.00020728,0.0886312,-0.321765,0.215487,0.171354,-0.0100624,-0.0348011,0.063491,0.222276,0.180353,0.147115,0.282706
66,-0.159067,-0.0723471,-0.342299,-0.298032,0.753942,-0.148966,-0.0203562,-0.40895,-0.43566,0.524807,-0.15135,0.0299924,-0.530847,-0.547361,0.297017,0.0663578,0.353923,0.250712,0.199277,0.314036
67,0.283713,-0.286231,0.322739,0.585796,-0.259926,0.308075,-0.156863,-0.103235,0.747781,-0.092153,0.305463,-0.196818,-0.0911948,0.744905,-0.202993,0.0494349,0.351693,0.414362,0.211507,0.381235
68,-0.503489,-0.0460015,0.233259,-0.00170546,0.117415,-0.497184,-0.0630033,0.276684,-0.0424829,0.0779347,-0.503151,-0.0173177,0.157837,0.0201387,0.0913964,0.0651912,0.18443,0.158135,0.0926536,0.15581
69,-0.508498,-0.0561512,-0.035783,-0.14914,0.34199,-0.494807,-0.0784031,0.0471965,-0.255574,0.193828,-0.491495,-0.0543619,-0.0311891,-0.166202,0.247189,0.0628083,0.197025,0.128408,0.173872,0.316638
70,-0.658528,0.0413365,-0.21047,0.162515,-0.0835494,-0.680138,0.078743,-0.149574,0.105946,-0.0378357,-0.674473,0.0817534,-0.205339,0.192314,-0.110439,0.0752264,0.190845,0.129989,0.176965,0.333595
71,-0.21783,-0.020801,-0.0419111,-0.246836,-0.372237,-0.250923,0.0465703,-0.0552941,-0.160546,-0.168028,-0.241008,0.0439469,-0.143212,-0.147841,-0.238617,0.0668799,0.259152,0.213888,0.106257,0.178585
72,0.0261589,0.117168,-0.332826,0.554368,0.0156771,0.025257,0.120427,-0.36248,0.63024,0.106083,0.0333015,0.141768,-0.320684,0.474166,-0.0914319,0.0529313,0.19184,0.13448,0.113511,0.138493
73,0.370424,-0.156642,0.0365342,0.0881651,-0.530725,0.384143,-0.162638,0.0422204,0.0642545,-0.570083,0.375175,-0.166701,0.0307315,0.0450266,-0.595199,0.0575006,0.220555,0.15933,0.12321,0.179855
74,-0.132246,-0.395483,0.0188733,0.0789497,-0.198878,-0.133854,-0.361861,0.0607277,0.0261979,-0.311325,-0.132055,-0.403861,-0.00259976,0.0954723,-0.206283,0.0626155,0.204428,0.182407,0.124131,0.267692
75,-0.381394,-0.182695,0.437708,-0.126678,-0.0120348,-0.376759,-0.173875,0.314607,0.0384841,-0.0263063,-0.375053,-0.191552,0.320327,0.0729138,0.0169458,0.0618307,0.170807,0.120117,0.181288,0.3136
76,-0.204587,-0.0287753,-0.0608505,-0.121082,-0.43049,-0.212149,-0.0198402,-0.213239,-0.0225545,-0.255571,-0.200135,-0.0401409,-0.182306,-0.0676575,-0.382616,0.0632024,0.25968,0.217662,0.083664,0.170774
77,0.147509,0.0279146,-0.0766361,-0.0961128,0.151097,0.159255,0.0128867,-0.00242282,-0.145267,0.128227,0.147332,0.0351304,-0.0390151,-0.150135,0.0246989,0.0722205,0.217666,0.273132,0.122104,0.202165
78,0.139465,0.0408102,-0.391929,-0.304527,0.323881,0.134939,0.0898984,-0.335615,-0.366813,0.242865,0.128975,0.0762924,-0.319887,-0.33845,0.251926,0.061892,0.270806,0.174871,0.168423,0.289692
79,0.158725,0.147624,0.223873,0.290944,-0.0915386,0.164559,0.129119,0.180736,0.334503,0.0275505,0.164397,0.124181,0.1417,0.366605,-0.0825493,0.0695268,0.2865,0.217868,0.214405,0.321426
80,0.151671,0.066716,0.169337,-0.4387,0.092849,0.152307,0.0614948,0.223172,-0.491626,0.0396985,0.149625,0.0763562,0.140108,-0.420901,0.0972063,0.058093,0.223219,0.235243,0.158107,0.264106
81,-0.0537889,0.126519,-0.160479,-0.0568698,-0.120314,-0.037909,0.0823156,-0.0725214,-0.15942,-0.153734,-0.0447922,0.121855,-0.144457,-0.0771083,-0.164149,0.0675563,0.265725,0.258769,0.197892,0.343473
82,-0.500136,-0.0695092,0.0421647,0.267069,-0.0773518,-0.524351,-0.0406599,0.0438941,0.283774,-0.0345443,-0.509704,-0.0319086,0.0387131,0.251246,-0.134821,0.0648167,0.229353,0.106787,0.0510798,0.131428
83,0.601963,-0.0630976,0.237872,0.226984,-0.757992,0.614577,-0.0504465,0.274153,0.225696,-0.771099,0.596032,-0.0141658,0.237008,0.28167,-0.691666,0.050153,0.23445,0.135017,0.139648,0.193741
84,0.116474,0.232809,-0.141265,-0.13224,-0.0467627,0.100674,0.275803,-0.042247,-0.226567,-0.00520162,0.113911,0.233132,-0.0873491,-0.156334,-0.0529815,0.0640451,0.24507,0.163678,0.189679,0.358885
85,-0.22003,0.1153,-0.0612813,0.469238,-0.177619,-0.231957,0.131382,0.0243916,0.413062,-0.259697,-0.248898,0.209179,-0.0078653,0.47449,-0.230755,0.0669022,0.226465,0.187285,0.137146,0.305972
86,-0.00666253,-0.142554,-0.21534,0.320793,-0.0378578,-0.00804745,-0.13772,-0.146819,0.289591,-0.0846995,-0.0106028,-0.100583,-0.16063,0.315259,-0.0554355,0.0505746,0.218819,0.136315,0.12494,0.165509
87,0.350985,0.0639484,0.0327166,0.108943,0.279967,0.347447,0.0668251,0.131621,0.0890879,0.314106,0.348172,0.0624328,0.00515336,0.139474,0.307176,0.0549011,0.249301,0.290988,0.168799,0.210182
88,-0.202752,0.084113,-0.506133,-0.231002,0.0238894,-0.20893,0.126041,-0.530671,-0.17702,0.146115,-0.210728,0.14292,-0.500842,-0.197104,0.0476713,0.0555493,0.271911,0.18362,0.142614,0.314799
89,-0.0206772,0.0916868,-0.127653,-0.152713,0.513149,-0.0146858,0.0498858,-0.0431781,-0.202613,0.469208,-0.0171046,0.0814015,-0.120435,-0.193158,0.446852,0.0581039,0.282093,0.198242,0.212128,0.304165
90,-0.063744,-0.0329625,-0.232682,-0.131987,-0.0177333,-0.0674099,-0.043038,-0.18537,-0.182765,-0.14229,-0.0638638,-0.0583587,-0.210586,-0.136485,-0.0827921,0.059903,0.274491,0.180292,0.141613,0.27461
91,0.093646,-0.222261,-0.014129,-0.0507971,-0.118955,0.0887146,-0.117917,-0.126918,0.00872381,-0.0533297,0.0748652,-0.153316,-0.13029,0.0408717,-0.0944025,0.0653208,0.255068,0.298094,0.173204,0.235293
92,-0.240041,-0.205933,0.202594,-0.680521,0.191964,-0.242647,-0.194995,0.103776,-0.564994,0.291907,-0.242592,-0.19285,0.0711598,-0.54336,0.206891,0.0544325,0.174407,0.225987,0.215576,0.345365
93,0.10497,0.0311638,-0.27156,-0.19602,0.120624,0.0927188,-0.0202808,-0.362134,-0.0723658,0.0731747,0.0879388,0.0775078,-0.292654,-0.0960821,0.0685092,0.055583,0.286361,0.224136,0.159364,0.346942
94,-0.130127,0.105427,-0.803016,-0.125696,0.339932,-0.130127,0.186956,-0.879379,-0.210228,0.207836,-0.132036,0.173687,-0.863748,-0.167894,0.269379,0.0634303,0.310853,0.187073,0.0978414,0.157058
95,-0.0847102,0.228255,-0.023194,-0.735329,0.151957,-0.0495596,0.140615,-0.17613,-0.588826,0.37784,-0.0792069,0.209762,-0.0962937,-0.620727,0.274748,0.0649611,0.297487,0.203635,0.145458,0.253839
96,0.145093,0.30833,0.326174,0.155034,0.0500689,0.128399,0.3363,0.498517,-0.0809497,-0.075669,0.131053,0.34086,0.411534,0.0991307,0.0276325,0.0651357,0.218345,0.178637,0.270098,0.319234
97,-0.394046,0.327813,0.221769,-0.199235,0.0477708,-0.398877,0.306122,0.220237,-0.231722,-0.00173639,-0.401877,0.321158,0.207254,-0.19827,0.0319296,0.0605823,0.175531,0.1332,0.108972,0.168885
98,-0.0530849,-0.0594425,0.133707,-0.023006,0.0921849,-0.0600429,0.0076227,0.0510601,0.0669393,0.134846,-0.0621103,0.0116866,-0.00958113,0.111339,0.141096,0.0729983,0.282027,0.182972,0.185953,0.33309
99,0.327481,0.0485938,0.0295355,-0.152738,-0.553912,0.321737,-0.0067003,0.0217263,-0.159203,-0.570951,0.320936,-0.00163426,0.0271775,-0.146055,-0.569981,0.0560877,0.265708,0.243573,0.0908543,0.162346
100,-0.355491,-0.260099,0.758731,0.392426,-0.365309,-0.357799,-0.305306,0.730108,0.441461,-0.284716,-0.347712,-0.248491,0.756967,0.339728,-0.438909,0.0458149,0.101534,0.103779,0.0922841,0.129872
101,0.195449,0.172188,0.113313,0.424972,-0.257983,0.177847,0.195822,0.0983677,0.47244,-0.0864448,0.186947,0.175497,0.108151,0.454109,-0.2094,0.0615598,0.265232,0.210525,0.16112,0.328879
102,0.218355,0.0184644,-0.281953,-0.124337,0.111565,0.204745,0.0129079,-0.223246,-0.141166,0.100302,0.209662,-0.0254142,-0.261757,-0.0845412,-0.014183,0.059434,0.281051,0.208982,0.216735,0.354035
103,0.115748,0.0861895,-0.0753925,-0.10811,-0.375106,0.100624,0.145099,0.000420007,-0.161285,-0.481195,0.107748,0.130974,-0.0379145,-0.155779,-0.49565,0.062504,0.255513,0.151801,0.0676356,0.166971
104,6.8136e-5,-0.315994,0.208215,-0.0049487,0.0396503,0.00322561,-0.268847,0.249889,-0.0361054,0.0108816,0.000446218,-0.283136,0.17863,0.0234691,0.0189675,0.0548204,0.160487,0.192992,0.179757,0.307016
105,-0.481091,0.111749,0.494711,-0.574394,-0.163853,-0.485812,0.108788,0.475693,-0.534875,-0.0614885,-0.482395,0.12564,0.449281,-0.537122,-0.170362,0.0521884,0.132232,0.128559,0.138123,0.291495
106,-0.240996,-0.00768425,0.424732,0.236086,0.041959,-0.262287,0.00577418,0.495185,0.140845,-0.109594,-0.248907,-0.0346246,0.458684,0.223079,-0.00904514,0.0601994,0.162339,0.123642,0.173772,0.326661
107,0.187277,0.175833,0.212979,0.174091,0.370159,0.175687,0.157637,0.308658,0.192445,0.409768,0.183812,0.159767,0.237825,0.0600353,0.221598,0.0586116,0.209054,0.180053,0.206328,0.260956
108,-0.0377974,-0.142506,-0.359679,-0.388968,0.0193584,-0.03804,-0.153755,-0.335203,-0.41224,0.00673372,-0.0409461,-0.105065,-0.414188,-0.351264,0.0351219,0.0532605,0.313058,0.26969,0.146372,0.220769
109,0.234953,0.00919278,-0.333697,0.0350823,-0.110837,0.239415,0.00160462,-0.30739,0.0297959,-0.148519,0.235898,0.043829,-0.308704,0.0570585,-0.131986,0.0600538,0.275824,0.192828,0.132227,0.32088
110,-0.143516,0.107614,-0.0668241,0.115938,-0.262725,-0.123849,0.0569388,-0.0920025,0.0948495,-0.340188,-0.129072,0.108961,-0.188367,0.164379,-0.277557,0.0577154,0.261554,0.220733,0.134604,0.300029
111,0.248228,0.152993,0.250319,0.0129486,0.238571,0.237318,0.209174,0.336351,-0.0771517,0.160976,0.246317,0.163545,0.29039,-0.0130653,0.190506,0.0686906,0.225031,0.200122,0.177979,0.252421
112,-0.256823,0.106323,-0.158804,-0.294855,0.517957,-0.26344,0.102623,-0.20096,-0.36298,0.398547,-0.265833,0.100087,-0.170304,-0.328875,0.452309,0.0819703,0.201841,0.162612,0.110721,0.159335
113,-0.146957,0.0495115,0.321806,0.0781105,0.00758687,-0.127765,-0.0126589,0.223419,0.143114,0.104506,-0.137259,0.00646494,0.270872,0.0939705,0.00111993,0.0570136,0.184448,0.173853,0.0783905,0.176455
114,-0.248416,0.232108,-0.466812,0.0612666,-0.118963,-0.239625,0.176051,-0.428323,-0.00199244,-0.254576,-0.251113,0.270205,-0.441562,0.0255129,-0.216261,0.0600349,0.3003,0.184749,0.077597,0.173655
115,0.461914,0.149042,0.0336206,-0.14115,-0.649369,0.444864,0.111944,0.0401878,-0.0177134,-0.457368,0.44742,0.21357,0.0178318,-0.141474,-0.650595,0.0550993,0.301355,0.184394,0.122949,0.187923
116,-0.122738,-0.198953,-0.172492,-0.369474,0.179102,-0.104194,-0.202304,-0.235039,-0.35893,0.237672,-0.106116,-0.197406,-0.194417,-0.364412,0.198031,0.0631078,0.225676,0.204725,0.202038,0.301506
117,-0.0770681,0.0400413,-0.0654428,-0.156753,-0.0207375,-0.0641541,0.0319619,-0.151176,-0.0661796,-0.0443458,-0.0632095,0.0579129,-0.135979,-0.0412694,-0.0199856,0.0686815,0.274076,0.192954,0.191889,0.383785
118,-0.328731,0.181862,-0.190597,-0.0409837,-0.102072,-0.305273,0.106959,-0.174007,-0.124807,-0.268121,-0.312663,0.141752,-0.210235,-0.0576378,-0.185785,0.0698406,0.250597,0.190546,0.127332,0.303351
