id,eta_logka_SAEM,eta_logV_SAEM,eta_logCl_SAEM
1,0.0102629,0.223045,-0.349179
2,0.0665599,0.0560474,-0.0599003
3,0.293781,-0.28247,-0.416999
4,0.169868,-0.238184,0.244268
5,0.0879989,0.144428,-0.18453
6,-0.0160992,0.0386387,-0.0449608
7,0.0169503,-0.181927,-0.0934886
8,0.118424,0.290378,0.275811
9,-0.0926598,0.0491351,-0.275286
10,0.00589801,0.213936,-0.244882
11,-0.234449,-0.301172,-0.372191
12,-0.0967618,-0.0379438,-0.139578
13,0.111443,0.246945,0.206165
14,0.0966067,0.0318657,0.265859
15,-0.0171482,0.158096,0.0594501
16,0.0597329,0.0671262,0.158088
17,-0.220371,0.142028,-0.103641
18,0.0804361,0.153359,0.116202
19,0.0301031,0.141862,-0.0840897
20,-0.0357245,-0.022673,-0.146042
21,-0.000611384,0.0105315,0.172052
22,0.123493,-0.114415,0.0898275
23,-0.0119156,0.294656,0.117065
24,-0.0633565,-0.212141,-0.120797
25,0.156016,-0.295854,-0.167256
26,-0.0167708,-0.170447,0.236355
27,0.378902,-0.218178,0.809734
28,-0.0689738,-0.123215,-0.0401862
29,0.0257861,0.172082,0.263512
30,0.407646,-0.212422,0.0153716
31,-0.0491288,0.0905863,-0.0626656
32,0.0759584,0.0805188,-0.0355365
33,0.077349,-0.0152554,0.154981
34,-0.19251,0.0268203,-0.218285
35,0.0508076,0.434065,0.445669
36,0.155215,-0.4411,0.238743
37,0.0109941,-0.238969,-0.303989
38,-0.421808,-0.291773,-0.288433
39,0.137746,-0.263208,-0.195854
40,0.206077,-0.299021,0.402345
41,0.131584,0.0202645,-0.0166753
42,0.0828691,0.153758,-0.127548
43,0.0208412,0.159771,0.0360088
44,0.0723169,0.0275275,0.0903464
45,-0.213838,0.0785195,-0.226519
46,0.333106,-0.0988535,-0.00386639
47,-0.159268,0.0338292,0.0852644
48,-0.0571392,0.0129344,-0.152863
49,0.100906,0.307763,-0.0358825
50,-0.0377655,0.111812,0.0553539
51,-0.0353647,-0.0649207,-0.303646
52,0.0646317,0.364967,0.200193
53,0.0860777,0.140892,-0.0817804
54,-0.0777874,0.146,0.327565
55,0.0740924,0.0396945,0.124631
56,-0.0579646,-0.12863,0.0561689
57,0.0374017,-0.161122,0.080593
58,0.0292568,-0.277566,0.480877
59,0.0436081,-0.0406386,0.222494
60,0.02163,0.295698,0.060127
61,0.0516072,0.0547648,0.15407
62,0.123165,-0.101724,0.436265
63,-0.00956973,0.144565,-0.0544157
64,0.0211253,-0.0341087,-0.064125
65,-0.339552,-0.129142,-0.203263
66,0.577568,-0.0111943,0.14099
67,-0.194544,0.464336,0.0380106
68,0.0307506,-0.18145,0.272207
69,0.108806,0.128888,0.142558
70,0.0197054,0.0911187,0.306342
71,0.0890684,-0.0281589,-0.314094
72,-0.302206,-0.239762,-0.496938
73,0.0799323,-0.146568,0.479441
74,-0.0152551,-0.286307,0.120957
75,0.0777262,0.258027,0.275246
76,0.0548838,0.107214,0.0428378
77,0.118006,-0.335134,0.390516
78,0.0204777,0.000386287,-0.0571946
79,-0.238478,0.196129,-0.556928
80,0.113021,-0.0574119,0.564395
81,-0.0734332,0.00790873,-0.206736
82,-0.0399248,-0.139927,0.341369
83,0.01564,-0.0403596,-0.139679
84,0.0387475,-0.201385,0.085312
85,-0.41397,0.0702486,-0.244122
86,0.0524892,0.0128714,-0.223691
87,-0.0783575,0.284509,-0.0803459
88,-0.017396,0.37795,0.103931
89,-0.0494947,0.116884,-0.0476487
90,0.290622,0.0587138,-0.19543
91,0.0357099,0.07232,-0.176708
92,-0.0565445,-0.322518,-0.132578
93,-0.0765516,-0.066657,-0.0987093
94,0.183071,-0.307285,-0.173152
95,-0.0477969,-0.135891,-0.320793
96,-0.243651,-0.307815,-0.669227
97,0.20684,-0.121396,-0.0464814
98,0.0164086,0.0359191,-0.000601019
99,-0.39289,0.338941,-0.212901
100,-0.0841711,0.117029,-0.182362
101,-0.731208,0.186735,-0.0839999
102,-0.002104,0.163966,-0.139544
103,0.117325,0.165656,0.141423
104,-0.279862,-0.186423,-0.149946
105,-0.112393,-0.299635,-0.678134
106,-0.0720542,0.0226284,-0.194071
107,0.0401407,-0.100642,-0.083231
108,0.263145,-0.0203496,-0.0723513
109,0.234313,0.0609846,0.571301
110,0.0346479,-0.0859508,0.435157
111,-0.164868,-0.29681,-0.645092
112,-0.108479,-0.0658834,0.0753088
113,0.0237917,0.0504548,-0.123409
114,0.250691,0.145467,-0.0196547
115,-0.123659,0.113119,-0.340159
116,-0.00334676,0.365232,0.0897644
117,0.0153415,-0.269016,0.128835
118,0.0443619,0.183305,0.162029
119,0.102122,-0.0988529,0.438119
120,-0.65324,-0.048378,0.133097
