id,eta_logka_SAEM,eta_logV_SAEM,eta_logCl_SAEM
1,0.0212382,0.367836,0.120572
2,0.0146699,-0.263446,0.258464
3,-0.0978078,-0.0563126,0.525636
4,-0.00868032,0.767681,0.222085
5,-0.0869794,-0.0694168,-0.514805
6,-0.198456,-0.491747,0.0858683
7,-0.0778711,-0.20617,-0.0211072
8,-0.0305862,0.343721,0.131859
9,0.0658036,0.168669,0.392948
10,0.16371,0.251269,0.368708
11,-0.0242733,-0.252188,-0.0567282
12,-0.0419336,-0.00291893,-0.0101036
13,0.124722,0.240347,0.206334
14,0.216945,-0.320525,0.655069
15,0.13943,-0.127151,-0.284428
16,0.0398126,-0.276828,-0.115881
17,-0.0748023,-0.1622,-0.0936177
18,-0.0262546,-0.0124063,-0.269927
19,-0.184352,0.236794,-0.291288
20,0.0410335,0.168759,0.0148273
21,-0.0562057,-0.312757,-0.0163743
22,-0.392073,-0.26018,0.179053
23,0.0980167,-0.184429,-0.111935
24,-0.264401,0.00619258,0.383556
25,-0.311275,-0.15005,-0.312241
26,0.251238,0.0568425,-0.176468
27,0.0174887,-0.0229757,0.141501
28,-0.145941,-0.116134,0.277456
29,-0.287601,0.450789,0.364227
30,-0.0571545,-0.0472841,-0.379551
31,-0.0199154,-0.0381476,0.546663
32,0.302858,-0.478692,0.264225
33,-0.206809,0.176708,-0.398035
34,0.377881,-0.239519,-0.37703
35,0.0890475,0.116919,-0.233877
36,-0.0796651,0.00775659,-0.333692
37,0.0660956,-0.122625,0.30792
38,-0.42829,0.484236,0.18348
39,-0.0424298,-0.0671909,-0.241652
40,0.231586,-0.2416,0.126117
41,0.0322776,-0.369689,-0.308195
42,0.0726857,0.171131,-0.0522861
43,0.0726087,0.139155,0.0810631
44,0.0871242,0.148451,-0.077344
45,-0.0229079,-0.137258,-0.0152327
46,-0.01361,0.0701342,-0.316581
47,0.0539863,0.280603,0.311223
48,-0.00762105,0.058282,-0.0417992
49,0.0414413,-0.387014,0.115355
50,0.0733154,0.220144,0.552956
51,0.0187543,-0.0142614,-0.137756
52,-0.0525185,-0.000295264,-0.053113
53,0.0460773,-0.485434,-0.327399
54,-0.0650578,-0.170772,-0.497523
55,0.0358528,0.179696,-0.0645937
56,0.28888,-0.395263,-0.124391
57,-0.00905048,-0.130051,-0.298732
58,0.0372415,-0.0913029,0.328851
59,0.0134476,0.23494,0.101912
60,0.0292574,0.0866059,0.118176
61,-0.552344,-0.419623,-0.245807
62,-0.0297485,-0.247932,-0.0374917
63,-0.0238892,0.0124719,-0.136103
64,0.0733531,-0.237967,0.0465486
65,0.124363,-0.90331,0.713472
66,-0.219953,0.464018,-0.0582653
67,0.236255,0.208351,0.469865
68,0.0809788,0.180396,0.28295
69,-0.0299418,0.147711,-0.16567
70,-0.0867259,-0.0892489,-0.48792
71,0.0361943,-0.150107,-0.0111137
72,0.313952,-0.457168,0.151569
73,0.0163835,-0.0425992,-0.221598
74,0.04673,0.0317676,-0.127486
75,-0.180035,0.0800304,0.431329
76,-0.184451,-0.131215,-0.33843
77,-0.00646708,-0.0184009,-0.100413
78,0.00849505,0.0671977,0.0882925
79,-0.00226103,-0.225068,-0.174267
80,0.298625,0.107002,0.276244
81,-0.0170617,0.0801184,-0.192146
82,0.0478622,0.0163648,0.265861
83,0.0360048,-0.0162596,0.258485
84,0.276265,0.171852,0.441045
85,0.0214375,-0.170157,-0.206876
86,-0.048062,-0.394104,-0.228408
87,0.113482,0.364345,-0.209243
88,0.0408278,-0.0389043,-0.118703
89,-0.0520236,-0.0138049,-0.100724
90,0.0500347,0.0847736,0.0163001
91,-0.0922277,0.276967,-0.41249
92,0.0226086,0.1853,-0.108977
93,-0.011846,0.161527,0.1088
94,0.061885,0.206004,0.118231
95,0.0209617,0.018494,-0.00495927
96,-0.111468,-0.268984,0.0221268
97,-0.104785,0.123794,-0.118533
98,-0.0104241,-0.0712107,-0.118856
99,0.0252295,0.111169,-0.125266
100,0.00182372,0.189549,-0.172423
101,0.0586494,0.065478,0.0586887
102,-0.0248889,0.0111503,-0.464992
103,0.013162,0.0072884,-0.0987867
104,0.0037684,-0.134597,-0.0148404
105,0.0114346,0.275489,0.131981
106,0.15205,-0.322595,0.437008
107,0.0804962,-0.040718,-0.173451
108,-0.0157593,0.100599,-0.270704
109,-0.535852,0.353634,0.0471006
110,-0.0607729,0.27595,-0.0975498
111,0.27605,0.0240272,0.108104
112,0.0342203,0.0445563,0.382281
113,-0.217084,0.137644,-0.195863
114,0.21554,0.271045,-0.0362956
115,0.143633,0.430348,-0.0289828
116,0.520726,0.419064,-0.116768
117,-0.0305998,0.0511122,-0.038709
118,-0.0113676,-0.085154,-0.332226
119,0.0499531,-0.206971,0.233041
120,-0.214365,-0.0800013,-0.0193389
