rep,id,logCl,logV1,logQ,logV2,eta_logCl,eta_logV1,eta_logQ,eta_logV2
1,1,1.23564063882557,4.66521553500339,0.0991604984703126,3.69194583444929,-0.099821929812856,0.498733373395451,-1.44248248092503,-0.19434244830025
1,2,1.92474880149818,3.88528145484711,1.52359332120626,3.92101856643293,0.589286232859751,-0.281200706760824,-0.0180496581890877,0.0347302836833876
1,3,1.78876655302643,4.03257493449496,1.61636517566277,4.03571997469471,0.453303984388,-0.133907227112982,0.0747221962674236,0.149431691945168
1,4,0.79861863804966,4.42574512134815,2.06989377056543,3.38513047059932,-0.536843930588767,0.259262959740217,0.528250791170086,-0.501157812150222
1,5,0.877674930358588,4.63981460477701,1.63606210208335,4.02924165568171,-0.457787638279838,0.47333244316907,0.094419122688008,0.142953372932173
1,6,1.51615613989885,4.24809034870541,1.77049337513501,3.91278934712651,0.180693571260421,0.0816081870974719,0.228850395739663,0.0265010643769767
1,7,1.96072864810408,4.33202138543186,1.3586472080101,3.84900213487934,0.625266079465657,0.16553922382392,-0.182995771385246,-0.0372861478701956
1,8,1.63403613609951,3.33150639729232,1.60317234777046,3.81637748899465,0.29857356746108,-0.834975764315614,0.0615293683751146,-0.0699107937548917
1,9,1.49055104290155,4.0954534402168,1.51193829688518,4.07687679299912,0.155088474263125,-0.0710287213911354,-0.029704682510163,0.190588510249578
1,10,1.50555370910127,3.94952116893989,1.34994844954871,3.85230721783252,0.170091140462847,-0.216960992668045,-0.191694529846629,-0.0339810649170147
1,11,0.997538041188676,3.97308831069646,1.85228202915569,4.16183692296899,-0.33792452744975,-0.193393850911476,0.31063904976035,0.27554864021945
1,12,0.777342221098256,4.23408047536285,1.0702230235696,4.23091266586933,-0.558120347540171,0.0675983137549121,-0.471419955825743,0.344624383119793
1,13,1.47459994638626,4.83657824709951,0.960373299439906,4.17905556575675,0.139137377747833,0.670096085491569,-0.581269679955438,0.29276728300721
1,14,1.13086410005046,4.18991654974903,1.04420773687945,4.13148483763282,-0.204598468587964,0.0234343881410943,-0.497435242515898,0.245196554883279
1,15,1.65264165763017,4.31808139351082,2.36557697786057,4.01434147601579,0.317179088991742,0.151599231902881,0.82393399846523,0.128053193266249
1,16,1.57300818938938,4.23414706314631,1.13261946978702,4.08307710617396,0.237545620750952,0.067664901538369,-0.409023509608325,0.196788823424423
1,17,1.63735965862623,3.82928612256607,1.1429562639267,4.15666349369312,0.301897089987802,-0.337196039041866,-0.398686715468643,0.270375210943583
1,18,1.31763516085242,4.27464951743211,1.1337382003101,3.7339163103347,-0.0178274077860063,0.108167355824167,-0.407904779085249,-0.152371972414835
1,19,1.46297902755362,3.67175236250481,1.6213600930493,3.89320939238177,0.127516458915191,-0.494729799103132,0.0797171136539598,0.00692110963222969
1,20,0.797577296129159,4.22162294631871,1.43801439069775,4.24136778150577,-0.537885272509268,0.0551407847107681,-0.10362858869759,0.355079498756232
1,21,1.72308307607005,4.37241503984331,1.20255481579748,3.68948572578288,0.387620507431622,0.205932878235373,-0.339088163597864,-0.196802556966662
1,22,1.43937718527857,4.44383864128711,1.78240277020034,3.85120413877556,0.103914616640147,0.277356479679177,0.240759790804998,-0.0350841439739789
1,23,1.73078536959839,4.04280040796831,1.20580753124667,3.64921056825887,0.395322800959966,-0.123681753639632,-0.335835448148678,-0.237077714490668
1,24,1.06612047073254,4.25438364582303,1.06402848665567,4.14351025785551,-0.269342097905887,0.0879014842150951,-0.477614492739676,0.257221975105977
1,25,1.67992521656064,4.35129181693839,0.348172090890801,3.76607401924464,0.344462647922218,0.184809655330448,-1.19347088850454,-0.120214263504896
1,26,1.18728086492561,3.84503678206764,2.17336205530351,3.49617922356573,-0.148181703712812,-0.321445379540295,0.631719075908167,-0.390109059183806
1,27,1.14618862450164,4.03433391969069,1.63608850487511,4.05871110990018,-0.189273944136785,-0.13214824191725,0.0944455254797691,0.172422827150639
1,28,1.49268508242519,4.57015344622383,2.04654160212545,3.99668088828397,0.15722251378676,0.403671284615887,0.504898622730109,0.110392605534428
1,29,1.39140620740831,3.75760795395625,0.0496666333816893,3.60189070013102,0.0559436387698835,-0.408874207651684,-1.49197634601365,-0.284397582618513
1,30,1.23752874085423,4.36140322398525,2.05904534888446,3.66027106042195,-0.097933827784193,0.194921062377309,0.517402369489117,-0.226017222327588
1,31,1.70361004060724,4.1144642946812,1.08120369995548,3.82553420006226,0.368147471968816,-0.0520178669267404,-0.460439279439867,-0.0607540826872772
1,32,1.40691368088598,4.13192273171487,1.67060559340751,4.13144423435955,0.0714511122475556,-0.0345594298930667,0.128962614012162,0.245155951610011
1,33,0.98490623992916,3.79151200188154,1.14995982286496,3.62619690987014,-0.350556328709267,-0.374970159726401,-0.391683156530388,-0.260091372879399
1,34,1.40854727362307,4.09278057294599,2.08867132100272,3.73115661993204,0.073084704984641,-0.0737015886619519,0.547028341607379,-0.1551316628175
1,35,1.30119532516914,4.01619106183189,1.29490030739072,3.66635948494113,-0.0342672434692834,-0.150291099776047,-0.246742672004619,-0.219928797808412
1,36,1.31095400787216,4.38610191071154,1.49900389982242,3.7527605931863,-0.024508560766267,0.219619749103602,-0.0426390795729281,-0.133527689563242
1,37,1.05126060411939,4.61079115550163,0.732432428745307,3.75702413111151,-0.284201964519032,0.444308993893697,-0.809210550650036,-0.129264151638026
1,38,0.996997792485727,3.86217024556191,2.13000345824486,3.80983759430142,-0.3384647761527,-0.30431191604603,0.588360478849514,-0.0764506884481198
1,39,0.818871826297684,3.96904969431168,1.62495036965003,4.0475032981785,-0.516590742340743,-0.197432467296262,0.0833073902546817,0.161215015428967
1,40,0.696445423253416,4.9121356599394,1.46589052642335,3.88819001323042,-0.639017145385011,0.745653498331465,-0.0757524529719935,0.00190173048088571
1,41,1.41298888370718,4.19617804115101,2.2750076932938,3.88969121984731,0.0775263150687537,0.0296958795430751,0.733364713898453,0.00340293709776862
1,42,1.67139831334282,3.9140014242206,0.967328251561479,3.62948223043587,0.335935744704394,-0.252480737387341,-0.574314727833865,-0.256806052313665
1,43,1.50270373393636,3.9742682252608,1.38303951161591,4.05821142434028,0.167241165297929,-0.192213936347135,-0.158603467779435,0.17192314159074
1,44,2.09952983997768,4.35463423836236,1.61027429616152,3.68501563425343,0.764067271339249,0.188152076754419,0.0686313167661776,-0.201272648496109
1,45,2.16218618533454,4.02157194064002,1.07915782859206,4.43251673492184,0.826723616696111,-0.144910220967921,-0.462485150803279,0.546228452172302
1,46,1.27675240871767,3.94629826484487,1.82561492199366,3.91392073140033,-0.0587101599207591,-0.220183896763073,0.283971942598311,0.0276324486507873
1,47,0.892821733895906,4.23020284956782,3.41287163911619,4.05355557459571,-0.442640834742521,0.0637206879598811,1.87122865972084,0.167267291846176
1,48,1.63519280161702,4.65795590489238,1.46513586443447,3.64409924576838,0.299730232978592,0.491473743284443,-0.0765071149608778,-0.242189036981156
1,49,1.52280674692846,4.5480184237452,1.44262070249647,4.01463643234793,0.187344178290038,0.381536262137266,-0.0990222768988787,0.128348149598396
1,50,1.5932285866634,3.84423978039261,1.3279492970239,3.57414741327214,0.257766018024975,-0.32224238121533,-0.213693682371439,-0.312140869477397
1,51,1.80724815191785,4.08919826728152,1.51386691985911,4.53026657213425,0.471785583279426,-0.0772838943264169,-0.027776059536232,0.643978289384711
1,52,1.16890658818897,4.71644719579384,2.05953712617338,4.02598736013822,-0.166555980449458,0.549965034185902,0.517894146778034,0.139699077388685
1,53,1.17912825846597,3.73753776967026,1.58487219031561,3.96078039170068,-0.156334310172459,-0.428944391937681,0.0432292109202626,0.0744921089511421
1,54,1.00824867380736,4.68573106524732,1.55565619603357,3.9204701595423,-0.327213894831069,0.519248903639378,0.0140132166382259,0.0341818767927613
1,55,1.28906802483084,3.79526528848717,2.06560405803309,3.73831046465261,-0.0463945438075855,-0.371216873120765,0.523961078637744,-0.147977818096924
